coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Sep 13 11:12:59 +0000 2021,,,,2,1437373741030428675,KaLe1306,1437342702371319814,1372584230753013800,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@KaLe1306 @Baryon_Lodousty Haha no właśnie, ja to myślałem że jakiegoś prawdziwego barona obserwuję i że może kiedyś jakiś profit z tego będzie :P

Lem był naprawdę dobry i żal mi że tak (relatywnie) mało jest popularny :&lt;",https://twitter.com/Rosynant_/status/1437373741030428675,Mon Jan 30 11:02:50 +0000 2012,478512092,false,It should be illegal to waste your time on anything you do not enjoy.,36262,170,647,0,Still on Earth...,Art't'u 🇺🇳🇪🇺🇵🇱,Rosynant_,5280,,,false
,Mon Sep 13 09:49:31 +0000 2021,Lem rokLema,https://twitter.com/stepelka/status/1437352737000263685/photo/1,,17,1437352737000263685,,,,pl,,false,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Każda bez wyjątku...
#Lem #rokLema https://t.co/lAElfVvyGD",https://twitter.com/stepelka/status/1437352737000263685,Tue Oct 30 12:13:26 +0000 2012,914511235,false,"Scientist, Assoc. Professor (molecular biology/plant-pathogen interactions/virology). #OneHealth. Private account and private opinions. *SKY IS THE LIMIT*",36689,2104,1029,14,"Poznań, Polska",Aleksandra Stęplowska,stepelka,9970,,https://www.instagram.com/wine_too/,false
,Mon Sep 13 09:52:52 +0000 2021,Lem rokLema,https://twitter.com/stepelka/status/1437352737000263685/photo/1,,0,1437353580206362628,,,,pl,,false,,3,1437352737000263685,stepelka,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Każda bez wyjątku...
#Lem #rokLema https://t.co/lAElfVvyGD",https://twitter.com/gd7171/status/1437353580206362628,Fri Oct 30 07:56:23 +0000 2009,86264341,false,,25479,2509,1577,25,Polska,grzegorz dabrowski,gd7171,62726,,,false
,Mon Sep 13 09:15:01 +0000 2021,,,,3,1437344052471599104,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Idiotów uszczęśliwić można byle czym, z rozumnymi jest gorzej. Rozumowi niełatwo dogodzić. Rozum bezrobotny to wprost jedna zmartwiona dziura, nicość, potrzebne mu są przeszkody.”

S. Lem",https://twitter.com/inna_Joanna/status/1437344052471599104,Tue Nov 06 08:17:03 +0000 2018,1059721310442606597,false,Oprę się wszystkiemu z wyjątkiem pokusy (Oscar Wilde) Tylko prywatne opinie... nie tylko moje...,187295,2435,758,1,"Bydgoszcz, PL",Joanna,inna_Joanna,44213,,,false
,Mon Sep 13 07:42:11 +0000 2021,Lem RokLema,,,0,1437320688877162499,,,,pl,,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","#Lem mówił, że nie ma takich bredni, w które ludzie nie byliby w stanie uwierzyć. Wczoraj i dziś obchodzimy setne urodziny pisarza😉👻 #RokLema",https://twitter.com/Czytamduszkiem/status/1437320688877162499,Sun Nov 25 14:04:57 +0000 2018,1066694231476092930,false,Czytam duszkiem - blog literacko-kulturalny. Informacje o interesujących wydarzeniach literackich. Wspieram 30. Finał WOŚP https://t.co/Gx3dB7kxnc,1258,24,68,0,"Wrocław, Polska",Czytam duszkiem,Czytamduszkiem,565,,https://czytamduszkiem.blogspot.com,false
,Mon Sep 13 07:46:05 +0000 2021,,,,0,1437321671673847808,,,,pl,,,,14,1437319472310784001,lwowskibaciar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","13 września 1921 roku urodził się Stanisław Lem. Dla lwowiaków pisarz niezwykle ważny, jego Wysoki Zamek był jedną z pierwszych książek w PRL wspominających Lwów. Nazwa miasta w niej nie padła, ale tytuł mówił wszystko. A wy z jaką książka kojarzycie Lema?

#lwów #lem #roklema https://t.co/oPRYhcFfIB",https://twitter.com/Krzyszt47157368/status/1437321671673847808,Tue Jul 06 04:21:49 +0000 2021,1412265442555613185,false,*** _ _ _ ***,5229,87,1444,3,"Lębork, Polska",Krzysztof,Krzyszt47157368,11586,,,false
,Mon Sep 13 07:46:37 +0000 2021,,,,0,1437321807372095491,,,,pl,,,,14,1437319472310784001,lwowskibaciar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","13 września 1921 roku urodził się Stanisław Lem. Dla lwowiaków pisarz niezwykle ważny, jego Wysoki Zamek był jedną z pierwszych książek w PRL wspominających Lwów. Nazwa miasta w niej nie padła, ale tytuł mówił wszystko. A wy z jaką książka kojarzycie Lema?

#lwów #lem #roklema https://t.co/oPRYhcFfIB",https://twitter.com/JozefKasprowicz/status/1437321807372095491,Tue Feb 27 22:05:48 +0000 2018,968608128097976325,false,"Prawnik, ekonomista, pasjonat historii Polskiego Państwa Podziemnego. Wnuk oficera Brygady Świętokrzyskiej NSZ i żołnierza Batalionów Chłopskich.",111847,1903,2306,7,,Józef Kasprowicz,JozefKasprowicz,31496,,,false
,Mon Sep 13 11:02:24 +0000 2021,,,https://www.polskieradio24.pl/39/156/Artykul/2805587,11,1437371076510633985,,,,pl,,false,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","W 1974 roku Stanisław Lem mimowolnie i nieświadomie stał się bohaterem szpiegowskiej awantury rozpętanej przez pisarza Philipa K. Dicka. U jej źródeł były zaburzenia psychiczne i narkotyki, lecz także pragnienie pieniędzy i sławy oraz absurdy PRL⤵️
https://t.co/CtF5GmsQbx",https://twitter.com/polskieradiopl/status/1437371076510633985,Wed Nov 21 11:49:07 +0000 2012,962252628,false,🏛️ https://t.co/K1nOx4ijL8 📲 Aplikacja https://t.co/0H1gIjJaC4 🎧YouTube https://t.co/4XXbmShOkP 📸Instagram https://t.co/aW1VN2d2nX…,9540,32000,727,180,Polska,Polskie Radio,polskieradiopl,120896,,http://www.PolskieRadio.pl,true
,Mon Sep 13 09:03:13 +0000 2021,,,,0,1437341083864809474,,,,pl,,,,12,1437330206595772417,Historia_PR,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Była tu i najgłębiej osobista niechęć do powrotów do spraw najstraszniejszych (w 1941 roku Lem znalazł się w grupie Żydów zmuszonych przez Niemców do wynoszenia zamordowanych z więzienia ""Brygidki""), była i próba niewskazywania na swoje żydowskie korzenie. https://t.co/O9PohOfeh7",https://twitter.com/Teresamyk1/status/1437341083864809474,Thu Feb 08 12:56:41 +0000 2018,961584568565452800,false,Z wiekiem spada zapotrzebowanie na zysk a rośnie popyt na święty spokój. / Duńczyk/,217985,1316,1542,1,Polska,Wiktoria Zywien,Teresamyk1,151826,,,false
,Mon Sep 13 09:14:35 +0000 2021,StanislawLem,https://twitter.com/Archiwa/status/1437343942253613068/photo/1,http://agad.gov.pl/LEM/,1,1437343942253613068,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","100 lat temu urodził się #StanislawLem, wybitny przedstawiciel fantastyki naukowej, pisarz-futurolog, felietonista, filozof, którego twórczość zaliczana jest do kanonu światowej literatury SF. 

Zobacz wirtualną wystawę Archiwum Głównego Akt Dawnych: https://t.co/2R5ii9Sl3n https://t.co/yJbRLFiKfP",https://twitter.com/Archiwa/status/1437343942253613068,Mon Jul 19 06:47:10 +0000 2010,168402338,false,"Naszą misją jest trwałe zachowanie świadectw przeszłości i zapewnienie do nich powszechnego dostępu.
#MamyPapieryNaWszystko",2454,2967,195,43,Warszawa,Archiwa Państwowe,Archiwa,2973,,https://www.archiwa.gov.pl/,false
,Mon Sep 13 10:02:38 +0000 2021,,,,0,1437356037443624960,,,,pl,,,,3,1437353865557553154,RadiowaDwojka,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu na świat przyszedł Stanisław Lem.
Dwójka świętuje tę rocznicę przez cały tydzień, a nawet dłużej!
12:45 Zapiski ze współczesności (pn.-pt.) – ""Mój Lem"", 
15:00 Literacka sjesta (pn.-pt.) „Solaris"" czyta Piotr Fronczewski
21:30 Wszystkie gatunki Lema – Lwowianin https://t.co/O2saszw21n",https://twitter.com/bkpr15191/status/1437356037443624960,Thu Jun 08 23:28:06 +0000 2017,872958443904266240,false,znam takich co mieli swoje koncepcje i oni już tych koncepcji nie mają...,8949,75,815,0,"Warsaw, Poland",bkpr1519,bkpr15191,2424,,,false
,Mon Sep 13 09:18:38 +0000 2021,,,,5,1437344964221054979,gtf,1437344744418447364,17638914,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@gtf Wiesz, ile lat czekałem, żeby to w końcu był Lem? ;)",https://twitter.com/psztymucel/status/1437344964221054979,Wed Oct 21 12:05:09 +0000 2015,4009323646,false,"Dziaders, brodacz, piwosz, rowerzysta, razemita, BOFH.
Kultura, w szczególności wysoka, bywa dlań źródłem cierpień.",151390,969,1601,11,"Lodz, Poland",Фама Мінкевіч,psztymucel,29385,,,false
,Mon Sep 13 07:45:27 +0000 2021,,https://twitter.com/zwyklyPolak/status/1437321511271026689/photo/1,,1,1437321511271026689,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Psalm 36
JAN KOCHANOWSKI
2
Jego sło­wa szcze­ra złość, szcze­ry kłam i zdra­da,
Nie ma tam ni­g­dy miej­sca żad­na zdro­wa rada.
W nocy my­śli, w ja­kiej dzień stra­wić wsze­tecz­no­ści,
Cno­tę wzgar­dził umyśl­nie - przy­ja­cie­lem zło­ści. https://t.co/r2SnYCkcSl",https://twitter.com/zwyklyPolak/status/1437321511271026689,Sun Aug 18 09:11:16 +0000 2013,1680277886,false,ciekawski krytyczny kocham Polskę,381172,5545,5504,15,,zwykły Polak,zwyklyPolak,346551,,,false
,Mon Sep 13 10:06:10 +0000 2021,,,https://medianarodowe.com/2021/09/13/dzis-obchodzilby-sto-lat-kim-byl-stanislaw-lem/,5,1437356926313156611,,,,pl,,false,,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Dziś obchodziłby sto lat. Kim był Stanisław Lem? https://t.co/2jch7wbmwq,https://twitter.com/MediaNarodoweMN/status/1437356926313156611,Thu Mar 23 06:57:40 +0000 2017,844805327254011905,false,"Obserwuj naszych dziennikarzy: @MichalJelonek, @jan_bodakowski, @AgaJarczyk, @MichalMurgrabia, @Pawel_Kubala, @Oli_Pochwat",1227,36361,119,92,,Media Narodowe,MediaNarodoweMN,35139,,https://medianarodowe.com,false
,Mon Sep 13 10:01:06 +0000 2021,,,https://medianarodowe.com/2021/09/13/dzis-obchodzilby-sto-lat-kim-byl-stanislaw-lem/,1,1437355648887500802,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Dziś obchodziłby sto lat. Kim był Stanisław Lem? https://t.co/NHccGjzEDD,https://twitter.com/Wiktor99842152/status/1437355648887500802,Mon Dec 10 18:42:29 +0000 2018,1072199893173841920,false,"Scorpion,działacz podziemnej opozycji stanu wojennego,antykomuch,katolik,bliskie mi są idee narodowe,szacunek dla historii. Były wyborca PiS. STOP COVID TERROR",75451,2111,2145,5,"Kraków, Polska",Krakowianin.,Wiktor99842152,120537,,,false
,Mon Sep 13 11:25:18 +0000 2021,,,,1,1437376840214224898,J_Wlodarczyk,1437375833677697033,122626035,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@J_Wlodarczyk Komitet działający pod kryptonimem „Lem” miał dążyć do uzyskania „monopolu w zakresie wpływu na opinię publiczną poprzez eseje krytyczne i pedagogiczne, stanowiącego zagrożenie dla całej naszej sceny science fiction z właściwą jej wolną wymianą poglądów i myśli”.",https://twitter.com/tomitoja/status/1437376840214224898,Sat Sep 12 09:23:20 +0000 2015,3629746397,false,"🙋🏻‍♂️

• 🤖 @slownictwo 📚 • @tomek@mastodon.online na #fediwersum • https://t.co/fsQRAgT54u • 🇵🇱 🇪🇺 🏳️‍🌈 •",217795,684,382,14,Wrocław 🌍,Tomasz (@tomek@mastodon.online),tomitoja,35048,,https://neologism.substack.com/,false
,Mon Sep 13 12:12:55 +0000 2021,,,,0,1437388822946459648,,,,pl,,,,2,1437371076510633985,polskieradiopl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W 1974 roku Stanisław Lem mimowolnie i nieświadomie stał się bohaterem szpiegowskiej awantury rozpętanej przez pisarza Philipa K. Dicka. U jej źródeł były zaburzenia psychiczne i narkotyki, lecz także pragnienie pieniędzy i sławy oraz absurdy PRL⤵️
https://t.co/CtF5GmsQbx",https://twitter.com/ArnoldWarchal/status/1437388822946459648,Fri Jun 02 16:22:13 +0000 2017,870676937953378305,false,,49295,763,1906,3,,ARNOLD WARCHAL,ArnoldWarchal,37001,,,false
,Mon Sep 13 08:20:00 +0000 2021,,,http://polskieradio24.pl/art156_2803951,18,1437330206595772417,,,,pl,,false,,12,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Była tu i najgłębiej osobista niechęć do powrotów do spraw najstraszniejszych (w 1941 roku Lem znalazł się w grupie Żydów zmuszonych przez Niemców do wynoszenia zamordowanych z więzienia ""Brygidki""), była i próba niewskazywania na swoje żydowskie korzenie. https://t.co/O9PohOfeh7",https://twitter.com/Historia_PR/status/1437330206595772417,Thu Feb 19 15:35:50 +0000 2015,3044927122,false,🏛️ https://t.co/V4rhJTgzmn 👉 https://t.co/GTGB5jnZ65 📲 Aplikacja https://t.co/k35JWOdbh1 🎧YouTube https://t.co/JdV222nZz2,1845,4062,1147,38,,Historia - Polskie Radio,Historia_PR,13898,,https://www.polskieradio.pl/39,false
,Mon Sep 13 09:17:46 +0000 2021,,,,0,1437344744418447364,psztymucel,1437343040935505927,4009323646,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@psztymucel ej. ale to było o Leninie. co ci Lem zrobił?,https://twitter.com/gtf/status/1437344744418447364,Wed Nov 26 01:51:01 +0000 2008,17638914,false,"Dane społeczeństwo jest o tyle dobre, o ile będąc członkiem tego społeczeństwa nie odczuwa się właśnie tego, że się jest członkiem.
                     -- SIW.",8176,82,141,0,,gtf,gtf,12288,,,false
,Mon Sep 13 09:45:04 +0000 2021,Krakow lostintarkovsky solaris,https://twitter.com/RPerezChaves/status/1437351614420066305/photo/1,,52,1437351614420066305,,,,pl,,false,,23,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Stanislaw Lem &amp; Barbara Leśniak &amp; their dogs outside their home in #Krakow in 1999, portrait by Witold Górka / Forum #lostintarkovsky #solaris
thanks @lunarscp @culture_pl https://t.co/hjQBegjRb3",https://twitter.com/RPerezChaves/status/1437351614420066305,Tue Jan 03 10:24:08 +0000 2012,453842058,false,"If not #lostintarkovsky, I might be in @cittapasolini, otherwise: animal-lover, writer, philosopher, dadaist, cinephile, art-historian & expert on #beuysianoaks",148692,6377,5669,197,#AlabyrinthInsideAlabyrinth,Ruth Perez-Chaves,RPerezChaves,64275,,https://uam.academia.edu/RPerezChaves/CurriculumVitae,false
,Mon Sep 13 11:01:58 +0000 2021,Krakow,,,0,1437370966405959681,,,,pl,,,,23,1437351614420066305,RPerezChaves,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stanislaw Lem &amp; Barbara Leśniak &amp; their dogs outside their home in #Krakow in 1999, portrait by Witold Górka / Forum #lostintarkovsky #solaris
thanks @lunarscp @culture_pl https://t.co/hjQBegjRb3",https://twitter.com/sergioandreola/status/1437370966405959681,Sat Jun 20 22:16:25 +0000 2015,3337795559,false,"Never for money, always for love
cover up and say goodnight, say goodnight ...",89767,22331,10620,254,,Sergio Andreola,sergioandreola,72938,,,false
,Mon Sep 13 07:43:13 +0000 2021,,,,2,1437320949255311364,zdzblo07234,1437319979427373059,1284274704,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@zdzblo07234 Właśnie. Sam Lem tych neologizmów natworzył cała masę - tłumacz musi je przełożyć, znaleźć odpowiednik w swoim języku albo stworzyć nowy.",https://twitter.com/yyaann17/status/1437320949255311364,Wed Feb 26 12:28:20 +0000 2014,2362616659,false,"Seven deadly sins, Seven ways to win, seven holy paths to hell, and your trip begins",357991,8873,4989,42,,Jan K.,yyaann17,179077,,http://page.is/jan-k,false
,Mon Sep 13 12:20:34 +0000 2021,,,,0,1437390746718511111,,,,pl,,,,1,1437375833677697033,J_Wlodarczyk,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stanisław Lem skończyłby dziś 100 lat. Gigant sci-fi, u nas chyba jednak wciąż za mało doceniany. ""Summa technologiae"" pobudziła moje zainteresowanie nauką i tak już zostało. Fun fact: Philip K. Dick uważał Lema za spisek komunistów. Ponoć jeden pisarz nie mógł być aż tak dobry. https://t.co/CF6yqEhgHE",https://twitter.com/Leszek00672882/status/1437390746718511111,Sun Oct 01 17:23:27 +0000 2017,914541279199023107,true,,446411,1626,5000,0,,Leszek,Leszek00672882,358441,,,false
,Mon Sep 13 09:46:13 +0000 2021,Krakow,,,0,1437351906091880449,,,,pl,,,,23,1437351614420066305,RPerezChaves,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stanislaw Lem &amp; Barbara Leśniak &amp; their dogs outside their home in #Krakow in 1999, portrait by Witold Górka / Forum #lostintarkovsky #solaris
thanks @lunarscp @culture_pl https://t.co/hjQBegjRb3",https://twitter.com/literallly_who/status/1437351906091880449,Mon Dec 07 20:00:46 +0000 2015,4489344085,false,"an empire survives, in part, because we believe its survival to be inevitable. but it isn't. 🏴‍☠️lay down the shovels, pick up swords🏴‍☠️ рускій = зразу нахуй",452871,644,432,43,"🇺🇦, 🇫🇷",🇺🇦 psycholocomоtor | back in bs brainrot⚓,literallly_who,255335,,https://www.patreon.com/dousethetopsails,false
,Mon Sep 13 09:56:40 +0000 2021,AI roklema StanislawLem,https://twitter.com/stanusch/status/1437354536746770433/photo/1,,0,1437354536746770433,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🎂Czy wiecie, że dzisiaj Stanisław Lem obchodziłby 100. urodziny? Jeden z najbardziej cenionych polskich pisarzy w swoich dziełach sporo uwagi poświęcał sztucznej inteligencji. 
A jaki jest Wasz ulubiony cytat z utworów Lema na temat #AI? 
#roklema #StanislawLem https://t.co/yLh4EJIewf",https://twitter.com/stanusch/status/1437354536746770433,Mon May 18 11:33:02 +0000 2020,1262345400608055297,false,NLP Experts. Wielokanałowa platforma do automatyzacji komunikacji oparta na sztucznej inteligencji.,19,17,38,0,,Sovva,stanusch,74,,https://sovva.ai,false
,Mon Sep 13 08:44:40 +0000 2021,,https://twitter.com/boch_adam/status/1437336415491301379/photo/1,,16,1437336415491301379,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","100 lat temu urodził się Stanisław Lem, najwybitniejszy polski pisarz literatury science fiction, będący najczęściej tłumaczonym na inne języki pisarzem w historii.

Na półce mam kilka dzieł: Solaris, Niezwyciężonego czy Cyberiadę. Lubicie literaturę Lema? 🤖 https://t.co/lhfu9XtiSN",https://twitter.com/boch_adam/status/1437336415491301379,Sat May 18 12:40:52 +0000 2019,1129728558287511557,false,Przewodniczący Nowa @__Lewica Powiatu Grodziskiego 🌹 | Socjaldemokrata ✊ | On/jego ♂️ | WOLNA UKRAINA! 🇺🇦,57264,2473,2433,31,"Grodzisk Wielkopolski, Polska",Adam Boch 🇵🇱 #Lewica,boch_adam,14215,,,false
